1,2006,33860,1,2,0,0
2,2006,33860,1,2,0,0
3,2006,37551,1,1,0,0
4,2006,37551,2,1,0,0
5,2006,37551,2,2,0,0
6,2006,33860,1,6,0,0
7,2006,33860,1,6,0,0
8,2006,33860,1,6,0,0
9,2006,33860,1,6,0,0
10,2006,33860,1,6,0,0
11,2006,192000,1,1,0,0
12,2006,192000,2,1,0,0
13,2006,47039,1,1,0,0
14,2006,44064,2,1,0,0
15,2006,44064,1,1,0,0
16,2006,14696,2,1,0,0
17,2006,44441,1,1,0,0
18,2006,44441,2,1,0,0
19,2006,79594,1,1,0,0
20,2006,79594,2,1,0,0
21,2006,182000,1,1,0,0
22,2006,182000,2,1,0,0
23,2006,35270,1,1,0,0
24,2006,35270,2,1,0,0
25,2006,155000,2,2,0,0
26,2006,155000,1,2,0,0
27,2006,155000,1,2,0,0
28,2006,94054,2,2,0,0
29,2006,94054,2,2,0,0
30,2006,58784,1,1,0,0
31,2006,58784,2,1,0,0
32,2006,30180,1,1,0,0
33,2006,30180,2,1,0,0
34,2006,32449,1,1,0,0
35,2006,32449,2,1,0,0
36,2006,76419,2,1,0,0
37,2006,76419,1,1,0,0
38,2006,76419,1,1,0,0
39,2006,76419,2,1,0,0
40,2006,144000,2,1,0,0
41,2006,141000,1,1,0,0
42,2006,8464.9,2,3,0,0
43,2006,19634,2,1,0,0
44,2006,133000,1,1,0,0
45,2006,133000,2,1,0,0
46,2006,90527,1,1,0,0
47,2006,90527,2,1,0,0
48,2006,70658,2,1,0,0
49,2006,70658,1,1,0,0
50,2006,91468,2,2,0,0
51,2006,91468,1,2,0,0
52,2006,98052,1,1,0,0
53,2006,98052,2,1,0,0
54,2006,87471,1,1,0,0
55,2006,142000,2,1,0,0
56,2006,34330,2,1,0,0
57,2006,34330,1,1,0,0
58,2006,48791,1,2,0,0
59,2006,48791,2,2,0,0
60,2006,8464.9,1,2,0,0
61,2006,70306,1,1,0,0
62,2006,70306,1,1,0,0
63,2006,70306,1,1,0,0
64,2006,17635,2,1,0,0
65,2006,59960,1,2,0,0
66,2006,59960,2,2,0,0
67,2006,57138,1,1,0,0
68,2006,54697,1,1,0,0
69,2006,35270,2,1,0,0
