1,2012,16517,2,8,0,0
2,2012,16517,2,1,0,0
3,2012,183000,2,1,0,0
4,2012,8774.8,2,2,0,0
5,2012,103000,2,1,0,0
6,2012,103000,2,1,0,0
7,2012,103000,1,1,0,0
8,2012,15485,2,1,0,0
9,2012,105000,2,2,0,0
10,2012,105000,1,2,0,0
11,2012,82586,2,1,0,0
12,2012,82586,2,1,0,0
13,2012,82586,2,1,0,0
14,2012,39538,2,1,0,0
15,2012,0,2,6,0,0
16,2012,0,2,1,0,0
17,2012,0,2,1,0,0
18,2012,10323,1,1,0,0
19,2012,10323,1,1,0,0
20,2012,51617,2,1,0,0
21,2012,51617,2,1,0,0
22,2012,53681,2,1,0,0
23,2012,14866,2,1,0,0
24,2012,25808,1,2,0,0
25,2012,25808,1,2,0,0
26,2012,25808,1,2,0,0
27,2012,25808,1,2,0,0
28,2012,25808,2,2,0,0
29,2012,32622,2,2,0,0
30,2012,32622,1,2,0,0
31,2012,109000,2,1,0,0
32,2012,109000,1,1,0,0
33,2012,49036,2,1,0,0
34,2012,49036,1,1,0,0
35,2012,68340,2,1,0,0
36,2012,10230,2,1,0,0
37,2012,98071,1,1,0,0
38,2012,98071,1,1,0,0
39,2012,29834,2,1,0,0
40,2012,24466,1,1,0,0
41,2012,24466,2,1,0,0
42,2012,45423,2,1,0,0
43,2012,41809,2,1,0,0
44,2012,82690,1,1,0,0
45,2012,18892,1,1,0,0
46,2012,18892,2,1,0,0
47,2012,13524,2,2,0,0
48,2012,1032.3,1,1,0,0
49,2012,11149,1,1,0,0
50,2012,30970,1,1,0,0
51,2012,30970,2,1,0,0
52,2012,53165,1,1,0,0
53,2012,53165,2,1,0,0
54,2012,54094,1,2,0,0
55,2012,54094,2,2,0,0
56,2012,9291,2,2,0,0
57,2012,134000,2,1,0,0
58,2012,134000,1,1,0,0
59,2012,134000,2,1,0,0
60,2012,36957,2,2,0,0
61,2012,8258.6,1,1,0,0
62,2012,8361.9,2,1,0,0
63,2012,8671.6,2,2,0,0
64,2012,8671.6,2,2,0,0
65,2012,35409,1,1,0,0
66,2012,35409,2,1,0,0
67,2012,34170,2,2,0,0
68,2012,34170,1,2,0,0
69,2012,47487,1,1,0,0
70,2012,47487,2,1,0,0
71,2012,61424,1,1,0,0
72,2012,61424,2,1,0,0
73,2012,9910.4,1,2,0,0
74,2012,12388,2,2,0,0
75,2012,12388,2,2,0,0
76,2012,12388,1,2,0,0
77,2012,9084.5,2,1,0,0
78,2012,0,1,2,0,0
79,2012,26841,1,1,0,0
80,2012,56572,1,2,0,0
81,2012,56572,2,2,0,0
82,2012,12182,2,1,0,0
83,2012,135000,1,1,0,0
84,2012,135000,2,1,0,0
85,2012,45113,2,1,0,0
86,2012,45113,1,1,0,0
87,2012,3922.9,2,1,0,0
88,2012,41293,2,2,0,0
89,2012,49965,2,1,0,0
90,2012,49965,1,1,0,0
91,2012,50842,1,1,0,0
92,2012,50842,2,1,0,0
93,2012,5781.1,1,2,0,0
94,2012,5781.1,1,2,0,0
95,2012,5781.1,2,2,0,0
96,2012,5781.1,1,2,0,0
97,2012,36132,2,1,0,0
98,2012,36132,2,1,0,0
99,2012,8052.2,1,1,0,0
100,2012,29938,1,1,0,0
101,2012,8361.9,1,2,0,0
102,2012,99104,1,1,0,0
103,2012,99104,2,1,0,0
104,2012,87748,2,1,0,0
105,2012,1445.3,2,1,0,0
106,2012,58843,1,1,0,0
107,2012,58843,2,1,0,0
108,2012,24776,2,1,0,0
109,2012,86664,1,6,0,0
110,2012,86664,2,6,0,0
111,2012,147000,1,1,0,0
112,2012,147000,2,1,0,0
113,2012,71334,2,1,1,0
114,2012,49552,1,2,0,0
115,2012,71231,1,1,0,0
116,2012,71231,2,1,0,0
117,2012,14143,2,2,0,0
118,2012,14143,1,2,0,0
119,2012,176000,2,1,0,0
120,2012,176000,2,1,0,0
121,2012,30970,1,2,0,0
122,2012,17550,1,2,0,0
123,2012,30970,2,1,0,0
124,2012,33035,2,1,0,0
125,2012,69166,1,1,0,0
126,2012,69166,2,1,0,0
127,2012,45835,2,1,0,0
128,2012,45835,1,1,0,0
129,2012,45835,2,1,0,0
130,2012,45835,2,1,0,0
131,2012,18055,1,2,0,0
132,2012,26015,1,2,0,0
133,2012,26015,2,2,0,0
134,2012,8258.6,1,8,0,0
135,2012,17446,2,2,0,0
136,2012,36132,2,2,0,0
137,2012,36132,1,2,0,0
138,2012,36132,1,2,0,0
139,2012,293000,1,1,0,0
140,2012,293000,2,1,0,0
141,2012,10323,2,2,0,0
142,2012,45423,1,1,0,0
143,2012,45423,2,1,0,0
144,2012,76186,1,2,0,0
145,2012,76186,1,2,0,0
146,2012,29938,2,1,0,0
147,2012,29938,1,1,0,0
148,2012,168000,2,1,0,0
149,2012,47281,2,1,0,0
150,2012,82586,2,1,0,0
151,2012,53062,1,1,0,0
152,2012,53062,2,1,0,0
153,2012,74741,1,1,0,0
154,2012,74741,2,1,0,0
155,2012,74741,1,1,0,0
156,2012,74741,1,1,0,0
157,2012,5574.6,2,2,0,0
158,2012,128000,1,8,0,0
159,2012,128000,1,8,0,0
160,2012,128000,2,8,0,0
161,2012,128000,1,8,0,0
162,2012,31693,2,1,0,0
163,2012,31693,1,1,0,0
164,2012,101000,1,1,0,0
165,2012,101000,2,1,0,0
166,2012,75360,2,1,0,0
167,2012,75360,1,1,0,0
168,2012,28286,1,2,0,0
169,2012,0,2,2,0,0
170,2012,94974,1,2,0,0
171,2012,43358,1,2,0,0
172,2012,19614,2,3,0,0
173,2012,19614,1,1,0,0
174,2012,53279,2,1,0,0
175,2012,53279,1,1,0,0
176,2012,80728,1,1,0,0
177,2012,80728,2,1,0,0
178,2012,55828,1,1,0,0
179,2012,14040,1,1,0,0
180,2012,31796,1,1,0,0
181,2012,31796,2,1,0,0
182,2012,44906,2,1,0,0
183,2012,84651,1,1,0,0
184,2012,84651,2,1,0,0
185,2012,44390,2,1,0,0
186,2012,44390,1,1,0,0
187,2012,44390,1,1,0,0
188,2012,44390,1,1,0,0
189,2012,67618,2,1,0,0
190,2012,16208,1,1,0,0
191,2012,16208,2,1,0,0
192,2012,43668,2,1,0,0
193,2012,21679,1,1,0,0
194,2012,38217,1,1,0,0
195,2012,38217,2,1,0,0
196,2012,41293,1,1,0,0
197,2012,60908,2,1,0,0
198,2012,60908,1,1,0,0
199,2012,152000,2,1,0,0
200,2012,152000,2,1,0,0
201,2012,52133,1,2,0,0
202,2012,52133,2,2,0,0
203,2012,17653,1,1,0,0
204,2012,12698,2,1,0,0
205,2012,150000,1,1,0,0
206,2012,150000,2,1,0,0
207,2012,180000,1,1,0,0
208,2012,180000,2,1,0,0
209,2012,90432,1,8,0,0
210,2012,90432,1,8,0,0
211,2012,34480,2,1,0,0
212,2012,34480,1,1,0,0
213,2012,84754,1,1,0,0
214,2012,12388,2,1,0,0
215,2012,12388,1,1,0,0
216,2012,12388,2,1,0,0
217,2012,63385,1,1,0,0
218,2012,96007,2,4,0,0
219,2012,96007,2,4,0,0
220,2012,35099,1,1,0,0
221,2012,35099,2,1,0,0
222,2012,51617,2,1,0,0
223,2012,50584,1,1,0,0
224,2012,50584,2,1,0,0
225,2012,102000,2,1,0,0
226,2012,102000,2,1,0,0
227,2012,102000,2,1,0,0
228,2012,9631.6,2,3,0,0
229,2012,8878,2,3,0,0
230,2012,29721,2,3,0,0
231,2012,118000,1,3,0,0
232,2012,118000,2,3,0,0
233,2012,118000,2,3,0,0
234,2012,187000,2,1,0,0
235,2012,187000,1,1,0,0
