1,2007,111000,1,1,0,0
2,2007,111000,2,1,0,0
3,2007,86895,2,1,0,0
4,2007,101000,1,2,0,0
5,2007,101000,2,2,0,0
6,2007,39218,2,1,0,0
7,2007,13720,2,1,0,0
8,2007,91468,2,2,4,0
9,2007,0,1,4,0,0
10,2007,60598,1,1,0,0
11,2007,60598,2,1,0,0
12,2007,103000,2,1,0,0
13,2007,103000,1,1,0,0
14,2007,27440,1,2,0,0
15,2007,27440,2,2,0,0
16,2007,92040,2,2,0,0
17,2007,92040,1,2,0,0
18,2007,60598,1,2,0,0
19,2007,60598,2,2,0,0
20,2007,34301,1,2,0,0
21,2007,104000,1,1,0,0
22,2007,1.00E+05,1,6,0,0
23,2007,106000,2,1,0,0
24,2007,106000,1,1,0,0
25,2007,38874,1,1,0,0
26,2007,5716.8,2,1,0,0
27,2007,57625,1,1,0,0
28,2007,57625,2,1,0,0
29,2007,80503,1,1,0,0
30,2007,80503,2,1,0,0
31,2007,47220,2,1,0,0
32,2007,47220,2,1,0,0
33,2007,80378,1,1,0,0
34,2007,80378,2,1,0,0
35,2007,51451,1,1,0,0
36,2007,59454,2,2,0,0
37,2007,135000,1,1,0,0
38,2007,135000,2,1,0,0
39,2007,48021,1,1,0,0
40,2007,48021,2,1,0,0
41,2007,109000,2,2,0,0
42,2007,83465,2,1,1,0
43,2007,83465,2,1,0,0
44,2007,56024,2,1,0,0
45,2007,56024,1,1,0,0
46,2007,34301,2,2,0,0
47,2007,8575.1,1,2,0,0
48,2007,37502,1,2,0,0
49,2007,37502,2,2,0,0
50,2007,21838,2,1,0,0
51,2007,21838,1,1,0,0
52,2007,12017,2,1,0,0
53,2007,12017,1,1,0,0
54,2007,85751,2,1,0,0
55,2007,85751,1,1,0,0
56,2007,51451,1,1,0,0
57,2007,51451,2,1,0,0
58,2007,96042,1,1,0,0
59,2007,96042,2,1,0,0
60,2007,44019,1,1,0,0
61,2007,44019,2,1,0,0
62,2007,23324,2,1,1,0
63,2007,23324,2,1,1,0
64,2007,51451,1,1,0,0
65,2007,357000,1,1,0,0
66,2007,8918.2,2,2,0,0
67,2007,28355,1,1,0,0
68,2007,48592,1,2,0,0
69,2007,48993,1,8,4,0
70,2007,28812,1,1,0,0
71,2007,28812,2,1,0,0
72,2007,28812,2,1,0,0
73,2007,27783,2,2,0,0
74,2007,59454,2,1,0,0
75,2007,144000,2,1,0,0
76,2007,144000,1,1,0,0
77,2007,27440,1,1,0,0
78,2007,27440,2,1,0,0
79,2007,56024,2,1,0,0
80,2007,56024,1,1,0,0
81,2007,73175,1,1,0,0
82,2007,96453,1,2,0,0
83,2007,96453,2,2,0,0
84,2007,96453,2,2,0,0
85,2007,96453,2,2,0,0
86,2007,96453,2,2,0,0
87,2007,96453,2,2,0,0
